company,fiscalDateEnding,totalRevenue,grossProfit,operatingIncome,netIncome,interestExpense,costOfRevenue,researchAndDevelopment,sellingGeneralAndAdministrative,incomeBeforeTax,operatingCashflow,capitalExpenditures,cashflowFromFinancing,dividendPayout,changeInReceivables,changeInInventory,cashflowFromInvestment,totalAssets,totalLiabilities,totalCurrentAssets,totalCurrentLiabilities,cashAndShortTermInvestments,inventory,currentNetReceivables,propertyPlantEquipment,goodwill,intangibleAssets
Kodak,30-09-2014,564000000,156000000,58000000,21000000,15000000,408000000,20000000,67000000,41000000,-4000000,9000000,-4000000,0,,8000000,-9000000,2679000000,2152000000,1660000000,623000000,744000000,402000000,417000000,552000000,96000000,198000000
Kodak,31-12-2014,529000000,109000000,-7000000,-41000000,15000000,420000000,21000000,58000000,-41000000,8000000,21000000,-1000000,10000000,,54000000,-13000000,2556000000,2257000000,1550000000,599000000,712000000,349000000,414000000,524000000,96000000,182000000
Kodak,31-03-2015,427000000,77000000,-20000000,-54000000,15000000,350000000,19000000,58000000,-50000000,-89000000,7000000,-1000000,0,,-35000000,-6000000,2353000000,2106000000,1411000000,515000000,609000000,373000000,359000000,482000000,90000000,176000000
Kodak,30-06-2015,458000000,86000000,3000000,-23000000,15000000,372000000,16000000,62000000,-14000000,-15000000,7000000,-3000000,0,,-7000000,-13000000,2322000000,2095000000,1400000000,527000000,576000000,381000000,375000000,464000000,90000000,170000000
Kodak,30-09-2015,446000000,99000000,21000000,-21000000,16000000,347000000,15000000,59000000,2000000,-39000000,11000000,-1000000,0,,2000000,-10000000,2200000000,2018000000,1325000000,502000000,521000000,375000000,376000000,433000000,90000000,164000000
Kodak,31-12-2015,467000000,119000000,49000000,23000000,17000000,348000000,12000000,41000000,26000000,48000000,18000000,4000000,10000000,,52000000,-22000000,2138000000,2035000000,1278000000,459000000,547000000,314000000,300000000,426000000,88000000,158000000
Kodak,31-03-2016,362000000,86000000,19000000,-15000000,16000000,276000000,9000000,40000000,2000000,-21000000,5000000,-1000000,0,,-20000000,-15000000,2066000000,2114000000,1304000000,443000000,513000000,286000000,319000000,372000000,88000000,101000000
Kodak,30-06-2016,397000000,100000000,39000000,8000000,16000000,297000000,10000000,50000000,22000000,-9000000,7000000,-7000000,1000000,,-2000000,19000000,2042000000,2081000000,1303000000,444000000,513000000,286000000,318000000,368000000,88000000,93000000
Kodak,30-09-2016,380000000,92000000,43000000,12000000,16000000,288000000,11000000,43000000,26000000,-2000000,14000000,-12000000,0,,13000000,-11000000,1981000000,2004000000,1237000000,423000000,489000000,280000000,303000000,361000000,88000000,88000000
Kodak,31-12-2016,404000000,105000000,39000000,11000000,12000000,299000000,10000000,26000000,28000000,19000000,15000000,-52000000,10000000,,25000000,-14000000,1776000000,1693000000,1120000000,425000000,433000000,236000000,299000000,298000000,88000000,84000000
Kodak,31-03-2017,357000000,62000000,-40000000,7000000,8000000,295000000,20000000,53000000,10000000,-53000000,7000000,-3000000,2000000,,-40000000,-4000000,1717000000,1617000000,997000000,393000000,378000000,308000000,288000000,326000000,88000000,113000000
Kodak,30-06-2017,381000000,91000000,10000000,4000000,8000000,290000000,15000000,53000000,11000000,-21000000,10000000,-4000000,3000000,,40000000,-10000000,1693000000,1592000000,1004000000,396000000,370000000,313000000,298000000,320000000,88000000,108000000
Kodak,30-09-2017,379000000,87000000,-54000000,-46000000,8000000,292000000,12000000,49000000,-58000000,-3000000,11000000,-12000000,2000000,,-2000000,-11000000,1618000000,1573000000,988000000,411000000,342000000,316000000,299000000,309000000,32000000,92000000
Kodak,31-12-2017,414000000,94000000,28000000,129000000,8000000,320000000,11000000,102000000,24000000,10000000,10000000,-10000000,3000000,,38000000,1000000,1707000000,1486000000,958000000,419000000,344000000,276000000,282000000,314000000,32000000,86000000
Kodak,31-03-2018,318000000,38000000,-1000000,-25000000,2000000,280000000,13000000,63000000,-21000000,-27000000,10000000,-4000000,3000000,,-27000000,-10000000,1672000000,1474000000,936000000,419000000,313000000,305000000,256000000,311000000,32000000,83000000
Kodak,30-06-2018,332000000,45000000,6000000,4000000,2000000,287000000,12000000,63000000,3000000,-22000000,7000000,-4000000,3000000,,-7000000,-6000000,1573000000,1393000000,874000000,392000000,275000000,301000000,242000000,290000000,32000000,79000000
Kodak,30-09-2018,329000000,50000000,-14000000,19000000,2000000,279000000,12000000,53000000,23000000,-30000000,7000000,-2000000,2000000,,-8000000,-3000000,1540000000,1351000000,844000000,779000000,238000000,306000000,244000000,276000000,32000000,76000000
Kodak,31-12-2018,230000000,2000000,-69000000,-14000000,17000000,228000000,6000000,40000000,-24000000,17000000,9000000,-1000000,8000000,,33000000,-6000000,1510000000,1513000000,910000000,778000000,233000000,231000000,232000000,246000000,12000000,58000000
Kodak,31-03-2019,291000000,40000000,-32000000,-18000000,3000000,251000000,11000000,40000000,-9000000,-12000000,3000000,3000000,0,,-11000000,-3000000,1511000000,1341000000,878000000,778000000,246000000,236000000,232000000,233000000,12000000,60000000
Kodak,30-06-2019,307000000,42000000,-25000000,201000000,5000000,265000000,11000000,54000000,-4000000,-1000000,2000000,-297000000,0,,-3000000,300000000,1431000000,1071000000,729000000,382000000,216000000,251000000,204000000,229000000,12000000,56000000
Kodak,30-09-2019,315000000,53000000,-4000000,-5000000,4000000,262000000,11000000,48000000,-3000000,9000000,6000000,-1000000,0,,-4000000,18000000,1409000000,1058000000,721000000,371000000,225000000,242000000,195000000,186000000,12000000,53000000
Kodak,31-12-2019,329000000,47000000,-10000000,-62000000,4000000,282000000,9000000,45000000,-44000000,16000000,4000000,-3000000,3000000,,29000000,-4000000,1415000000,1134000000,706000000,368000000,233000000,215000000,208000000,181000000,12000000,47000000
Kodak,31-03-2020,267000000,36000000,-21000000,-111000000,4000000,231000000,9000000,48000000,54000000,-41000000,4000000,-3000000,3000000,,-26000000,-1000000,1220000000,1061000000,669000000,340000000,209000000,236000000,183000000,165000000,12000000,43000000
Kodak,30-06-2020,213000000,21000000,-19000000,-5000000,4000000,192000000,8000000,34000000,-4000000,-23000000,5000000,-3000000,3000000,,9000000,-4000000,1160000000,1004000000,589000000,275000000,180000000,228000000,140000000,208000000,12000000,41000000
Kodak,30-09-2020,252000000,31000000,-32000000,-445000000,3000000,221000000,8000000,56000000,-444000000,16000000,4000000,16000000,13000000,,-2000000,-4000000,1220000000,943000000,622000000,295000000,193000000,232000000,153000000,150000000,12000000,51000000
Kodak,31-12-2020,297000000,47000000,6000000,20000000,1000000,250000000,9000000,34000000,18000000,13000000,4000000,-473000,3000000,,31000000,-4000000,1248000000,980000000,627000000,296000000,196000000,206000000,177000000,200000000,12000000,39000000
Kodak,31-03-2021,265000000,40000000,-14000000,6000000,4000000,225000000,8000000,34000000,7000000,-16000000,1000000,242000000,4000000,,-22000000,-1000000,1489000000,1193000000,834000000,295000000,401000000,224000000,165000000,143000000,12000000,38000000
Kodak,30-06-2021,291000000,48000000,-2000000,16000000,10000000,243000000,8000000,42000000,19000000,-5000000,4000000,-1000000,1000000,,-8000000,-4000000,1534000000,1211000000,848000000,309000000,395000000,234000000,176000000,197000000,12000000,36000000
Kodak,30-09-2021,287000000,43000000,-9000000,8000000,9000000,244000000,8000000,43000000,9000000,-12000000,5000000,-1000000,1000000,,-8000000,-4000000,1535000000,1196000000,836000000,312000000,380000000,240000000,167000000,140000000,12000000,35000000
Kodak,31-12-2021,307000000,33000000,3000000,-6000000,10000000,274000000,9000000,44000000,-7000000,-14000000,11000000,-2000000,1000000,,19000000,-11000000,2171000000,1194000000,807000000,309000000,362000000,219000000,175000000,140000000,12000000,34000000
Kodak,31-03-2022,290000000,33000000,11000000,-3000000,9000000,257000000,9000000,43000000,-1000000,-43000000,5000000,-1000000,1000000,,-32000000,-5000000,2187000000,1207000000,790000000,334000000,309000000,247000000,182000000,147000000,12000000,32000000
Kodak,30-06-2022,321000000,51000000,28000000,20000000,10000000,270000000,9000000,41000000,19000000,-60000000,4000000,48000000,1000000,,-22000000,-4000000,2309000000,1209000000,788000000,318000000,289000000,262000000,191000000,145000000,12000000,32000000
Kodak,30-09-2022,289000000,43000000,16000000,2000000,10000000,246000000,8000000,39000000,3000000,-27000000,10000000,-2000000,1000000,,-20000000,-35000000,2259000000,1157000000,699000000,297000000,216000000,273000000,164000000,147000000,12000000,30000000
Kodak,31-12-2022,305000000,43000000,28000000,7000000,11000000,262000000,8000000,27000000,10000000,14000000,12000000,-2000000,1000000,,43000000,-12000000,2285000000,1041000000,681000000,293000000,217000000,237000000,177000000,193000000,12000000,28000000
Kodak,31-03-2023,278000000,50000000,53000000,33000000,11000000,228000000,9000000,34000000,41000000,14000000,5000000,-1000000,1000000,,-13000000,-5000000,2322000000,1254000000,687000000,295000000,225000000,251000000,167000000,153000000,12000000,27000000
Kodak,30-06-2023,295000000,63000000,57000000,35000000,11000000,232000000,9000000,40000000,37000000,7000000,6000000,-1000000,1000000,,2000000,-6000000,2221000000,1047000000,672000000,292000000,223000000,252000000,162000000,191000000,12000000,26000000
Kodak,30-09-2023,269000000,50000000,3000000,2000000,14000000,219000000,7000000,40000000,14000000,-10000000,4000000,89000000,1000000,,7000000,-4000000,2357000000,1190000000,712000000,271000000,246000000,239000000,191000000,194000000,12000000,25000000
Kodak,31-12-2023,275000000,47000000,-8000000,5000000,16000000,228000000,9000000,43000000,9000000,17000000,17000000,-2000000,1000000,,23000000,-17000000,2355000000,1214000000,712000000,283000000,267000000,217000000,196000000,,12000000,24000000
Kodak,31-03-2024,249000000,49000000,7000000,32000000,15000000,200000000,9000000,45000000,35000000,17000000,10000000,-18000000,1000000,,-15000000,7000000,2347000000,1184000000,677000000,274000000,274000000,230000000,140000000,,12000000,23000000
Kodak,30-06-2024,267000000,58000000,2000000,26000000,15000000,209000000,8000000,47000000,27000000,-7000000,9000000,-2000000,1000000,,-3000000,-9000000,2359000000,1184000000,660000000,278000000,260000000,232000000,139000000,,12000000,22000000
Kodak,30-09-2024,261000000,45000000,-8000000,18000000,14000000,216000000,8000000,44000000,21000000,-21000000,19000000,-1000000,1000000,,-7000000,-20000000,2388000000,1190000000,642000000,266000000,214000000,241000000,143000000,,12000000,21000000
Kodak,31-12-2024,266000000,51000000,-8000000,26000000,15000000,215000000,8000000,9000000,27000000,4000000,17000000,-2000000,1000000,,18000000,-17000000,2001000000,1142000000,595000000,261000000,201000000,219000000,138000000,,12000000,20000000
Kodak,31-03-2025,247000000,46000000,-13000000,-7000000,14000000,201000000,9000000,45000000,-5000000,-38000000,12000000,-2000000,1000000,,-15000000,-7000000,1937000000,1154000000,577000000,261000000,158000000,236000000,149000000,,12000000,19000000
Kodak,30-06-2025,263000000,51000000,1000000,-26000000,15000000,212000000,9000000,41000000,-24000000,8000000,12000000,-2000000,1000000,,2000000,-12000000,1933000000,1183000000,574000000,729000000,155000000,238000000,149000000,,12000000,18000000
Frontier Communications,30-06-2011,1322255000,744159000,238280000,32261000,166864000,578096000,,,71034000,32261000,0,-955000,955000,,,,17662571000,12728326000,1046255000,1308725000,232672000,,513852000,,6416473000,2220425000
Frontier Communications,30-09-2011,1290939000,719551000,180291000,28995000,165755000,571388000,,,15372000,28995000,0,-865000,865000,,,,17493767000,12717179000,969746000,1168142000,205817000,,527395000,,6416473000,2095220000
Frontier Communications,31-12-2012,1232553000,1388348000,-389666000,24879000,344242000,1112259000,,17400000,-141081000,392188000,192629000,-57844000,99843000,,,-107301000,17733631000,13614360000,2087203000,1553520000,1326532000,,533704000,,6337719000,1542739000
Frontier Communications,31-03-2013,1205396000,1095998000,250824000,48140000,,109398000,,,84058000,359292000,189009000,-624220000,99812000,,,-184309000,17009562000,12939180000,1548155000,915937000,875909000,1,480746000,,6337719000,1455956000
Frontier Communications,30-06-2013,1190533000,656518000,266156000,-38460000,166547000,534015000,,,-57215000,321415000,137513000,-545898000,100054000,,,-104182000,16600066000,12665061000,1276941000,1148160000,548630000,,486495000,,6337719000,1368935000
Frontier Communications,30-09-2013,1185278000,636137000,206172000,35400000,163835000,103955000,,,43861000,394634000,157560000,-114711000,99956000,,,-167556000,16493414000,12587352000,1323536000,1124891000,660997000,,472223000,,6337719000,1291954000
Frontier Communications,31-12-2013,1180369000,1302609000,-356850000,67755000,330382000,1083156000,,,13354000,420286000,150603000,-114798000,99946000,,,-86446000,16635484000,12580003000,1618839000,1301587000,880039000,1,479210000,,6337719000,1214932000
Frontier Communications,31-03-2014,1154000000,784000000,237000000,39274000,,370000000,,,56000000,313000000,145000000,-105000000,100000000,,,-134000000,16468874000,12471202000,1599414000,1331876000,954241000,1,404184000,,6337719000,1139041000
Frontier Communications,30-06-2014,1147265000,623880000,224342000,38000000,167611000,523385000,,,56714000,328000000,158000000,-322000000,100000000,,,-159000000,16179278000,12236128000,1411255000,1282254000,801697000,,463932000,,6337719000,1063150000
Frontier Communications,30-09-2014,1140874000,607405000,197031000,42000000,170371000,384000000,,,51766000,301000000,192000000,1401000000,101000000,,,-1695000000,17639688000,13747169000,2927349000,1338369000,808518000,,462299000,,6337719000,997297000
Frontier Communications,31-12-2014,1330000000,1427497000,-421373000,14000000,337982000,1056854000,,,-108480000,328000000,193000000,234000000,143000,,,-688000000,18974030000,15316353000,1486092000,1512076000,682134000,,614164000,,7205357000,1499864000
Frontier Communications,31-03-2015,1371000000,891000000,220000000,-51000000,,480000000,,,-51000000,249000000,180000000,-233000000,105000000,,,-189000000,18721000000,15214000000,1408000000,1440000000,509000000,,526000000,,7213000000,1408000000
Frontier Communications,30-06-2015,1368000000,894000000,193000000,-28000000,260000000,474000000,,,-66000000,367000000,206000000,2438000000,106000000,,,-2068000000,21286000000,15238000000,4088000000,1408000000,1246000000,,541000000,,7234000000,1300000000
Frontier Communications,30-09-2015,1424000000,934000000,207000000,-14000000,246000000,490000000,,,-38000000,345000000,240000000,6270000000,189000000,,,-6850000000,27365000000,21510000000,10195000000,1428000000,1011000000,,554000000,,7166000000,1220000000
Frontier Communications,31-12-2015,1413000000,930000000,182000000,-103000000,,483000000,,,-176000000,340000000,237000000,-200000000,176000000,,,8229000000,27084000000,15508000000,10131000000,1893000000,936000000,,512000000,,7166000000,1143000000
Frontier Communications,31-03-2016,1355000000,869000000,196000000,-186000000,,486000000,,,-304000000,-52000000,259000000,-217000000,177000000,,,-259000000,26454000,21200000,9576000,1734000,500000,,544000,,7166000,1067000
Frontier Communications,30-06-2016,2608000000,1609000000,311000000,-27000000,386000000,999000000,,,-75000000,693000000,386000000,1404000000,176000000,,,-10266000000,29456000000,24394000000,1881000000,3192000000,683000000,,1034000000,,9198000000,2098000000
Frontier Communications,30-09-2016,2524000000,1557000000,264000000,-81000000,386000000,967000000,,,-126000000,321000000,414000000,-253000000,178000000,,,-420000000,29045000000,24288000000,1644000000,2406000000,331000000,,1004000000,,9507000000,2872000000
Frontier Communications,31-12-2016,2409000000,1504000000,255000000,-80000000,386000000,905000000,,,-118000000,714000000,342000000,-209000000,176000000,,,-314000000,29013000000,24494000000,1656000000,2444000000,522000000,,938000000,,9674000000,2662000000
Frontier Communications,31-03-2017,2356000000,872000000,285000000,-75000000,,904000000,,,-114000000,300000000,316000000,-238000000,178000000,,,-243000000,28449000000,24123000000,1384000000,2080000000,341000000,,836000000,,9772000000,2559000000
Frontier Communications,30-06-2017,2304000000,1419000000,336000000,-662000000,388000000,885000000,,,-872000000,529000000,267000000,-242000000,101000000,,,-241000000,27511000000,23945000000,1425000000,1979000000,387000000,,789000000,,9102000000,2386000000
Frontier Communications,30-09-2017,2251000000,1363000000,309000000,-38000000,381000000,888000000,,,-69000000,356000000,282000000,-191000000,101000000,,,-266000000,27076000000,23666000000,1262000000,1793000000,286000000,,780000000,,9102000000,2223000000
Frontier Communications,31-12-2017,4573000000,3695000000,367000000,-1029000000,377000000,878000000,,,-2132000000,665000000,323000000,-271000000,100000000,,,-304000000,24884000000,22610000000,1323000000,2508000000,362000000,61000000,819000000,,7024000000,2063000000
Frontier Communications,31-03-2018,2199000000,839000000,366000000,20000000,374000000,1360000000,,,33000000,251000000,297000000,-137000000,53000000,,,-289000000,24678000000,22282000000,1202000000,2659000000,201000000,,778000000,,7024000000,1903000000
Frontier Communications,30-06-2018,2162000000,1315000000,367000000,-18000000,385000000,847000000,,,-38000000,672000000,321000000,-111000000,,,,-328000000,24730000000,22329000000,1428000000,3056000000,384000000,-44000000,751000000,,7024000000,1760000000
Frontier Communications,30-09-2018,2126000000,1297000000,-33000000,-426000000,389000000,829000000,,,-430000000,286000000,329000000,-117000000,54000000,,,-315000000,24033000000,22090000000,1282000000,2617000000,238000000,-50000000,744000000,,6624000000,1626000000
Frontier Communications,31-12-2018,2124000000,-7295000000,381000000,-219000000,388000000,808000000,,,-270000000,603000000,245000000,-243000000,,,,-244000000,16019000000,22059000000,723000000,2561000000,354000000,,723000000,,6383000000,1494000000
Frontier Communications,31-03-2019,2101000000,1307000000,339000000,-87000000,379000000,794000000,,,-69000000,282000000,305000000,-286000000,,,,-231000000,23362000000,21827000000,1110000000,2010000000,119000000,14881000,715000000,,6383000000,1364000000
Frontier Communications,30-06-2019,2067000000,1304000000,384000000,-5317000000,383000000,763000000,,,-5851000000,575000000,275000000,-153000000,,,,-274000000,17565000000,21336000000,2614000000,2300000000,267000000,-29000000,674000000,,276000000,1221000000
Frontier Communications,30-09-2019,1997000000,1226000000,30000000,-345000000,382000000,771000000,,,-366000000,246000000,318000000,485000000,,,,-315000000,17561000000,21664000000,3009000000,2740000000,683000000,-34000000,654000000,,,1120000000
Frontier Communications,31-12-2019,1942000000,-6894000000,327000000,-162000000,391000000,729000000,,,-236000000,405000000,328000000,-14000000,,,,-314000000,1401000000,123000000,46000000,12000000,760000000,-89000000,46000000,,658000000,30000000
Frontier Communications,31-03-2020,1933000000,1203000000,24000,-186000000,383000000,730000000,,444000000,-209000000,477000000,286000000,-13000000,,,,-282000000,17488000000,21981000000,3202000000,19229000000,941000000,-98000000,596000000,12890000000,,921000000
Frontier Communications,30-06-2020,1801000000,1116000000,140000000,-181000000,160000000,1082000000,,407000000,-238000000,473000000,225000000,-24000000,,,,910000000,17467000000,22564000000,3219000000,7812000000,2290000000,-87000000,542000000,12845000000,,838000000
Frontier Communications,30-09-2020,1726000000,1069000000,270000000,15000000,121000000,657000000,,404000000,4000000,542000000,314000000,-754000000,,,,-313000000,16787000000,21713000000,2638000000,7112000000,1767000000,-105000000,575000000,12858000000,,757000000
Frontier Communications,31-12-2020,1695000000,1066000000,277000000,-50000000,98000000,629000000,,393000000,-43000000,497000000,356000000,-102000000,,,,-334000000,16795000000,21695000000,2654000000,7140000000,1829000000,,638000000,13146000000,,677000000
Frontier Communications,31-03-2021,1676000000,1056000000,259000000,60000000,89000000,620000000,,408000000,147000000,665000000,384000000,-7000000,,34000000,,-380000000,16960000000,21790000000,2754000000,7772000000,2134000000,,534000000,12987000000,,598000000
Frontier Communications,30-06-2021,1616000000,1801000000,298000000,4580000000,91000000,904000000,,,4400000000,-943000000,385000000,201000000,,,4637000,-379000000,15102000000,10854000000,1625000000,1391000000,993000000,,521000000,8686000000,,4389000000
Frontier Communications,30-09-2021,1576000000,986000000,284000000,126000000,90000000,590000000,,421000000,157000000,603000000,377000000,-10000000,,,,-376000000,15388000000,11003000000,1787000000,1480000000,1211000000,17000000,452000000,8918000000,,4307000000
Frontier Communications,31-12-2021,1543000000,715000000,272000000,189000000,105000000,828000000,,441000000,201000000,468000000,559000000,997000000,,,,-548000000,16481000000,11881000000,2688000000,1451000000,2127000000,,458000000,9199000000,,4227000000
Frontier Communications,31-03-2022,1447000000,610000000,121000000,65000000,103000000,553000000,,435000000,95000000,528000000,447000000,-12000000,,61000000,,-1345000000,16755000000,12077000000,2688000000,1713000000,1300000000,-113000000,397000000,9575000000,,4147000000
Frontier Communications,30-06-2022,1442000000,623000000,166000000,101000000,118000000,546000000,,427000000,170000000,229000000,641000000,1170000000,,-37000000,,-2040000000,18035000000,13239000000,3502000000,1779000000,678000000,,420000000,10108000000,,4067000000
Frontier Communications,30-09-2022,1426000000,604000000,169000000,120000000,135000000,544000000,,431000000,195000000,284000000,772000000,61000000,,-8000000,,-793000000,18273000000,13340000000,3078000000,1977000000,230000000,-87000000,422000000,10847000000,,3986000000
Frontier Communications,31-12-2022,1477000000,911000000,136000000,155000000,136000000,526000000,,452000000,139000000,360000000,878000000,-8000000,,-23000000,,-290000000,18624000000,13490000000,2597000000,2295000000,322000000,,456000000,11850000000,,3906000000
Frontier Communications,31-03-2023,1440000000,568000000,152000000,3000000,141000000,542000000,,417000000,4000000,389000000,1154000000,725000000,,2000000,,-304000000,19398000000,14235000000,2544000000,2311000000,1132000000,,430000000,12748000000,,3826000000
Frontier Communications,30-06-2023,1449000000,900000000,115000000,-2000000,149000000,528000000,,413000000,-2000000,276000000,1057000000,-18000000,,-11000000,-8000000,-728000000,19150000000,13958000000,1761000000,2067000000,662000000,,431000000,13353000000,,3746000000
Frontier Communications,30-09-2023,1421000000,876000000,114000000,11000000,170000000,545000000,,405000000,11000000,383000000,671000000,1428000000,,,-11000000,-1419000000,20509000000,15269000000,2798000000,2051000000,948000000,,449000000,,,3665000000
Frontier Communications,31-12-2023,1409000000,899000000,145000000,17000000,193000000,510000000,,396000000,104000000,296000000,329000000,-6000000,,,,-105000000,21613000000,16334000000,2781000000,2275000000,1125000000,,446000000,,,3585000000
Frontier Communications,31-03-2024,1446000000,552000000,90000000,1000000,199000000,522000000,,428000000,3000000,335000000,666000000,-423000000,,,,186000000,20197000000,14938000000,2081000000,1940000000,1296000000,,447000000,,,3505000000
Frontier Communications,30-06-2024,1480000000,566000000,91000000,-123000000,199000000,516000000,,495000000,-132000000,374000000,626000000,-72000000,,,,-393000000,20194000000,15057000000,1755000000,2019000000,1197000000,,434000000,,,3425000000
Frontier Communications,30-09-2024,1471000000,933000000,86000000,-82000000,203000000,538000000,,427000000,-88000000,618000000,699000000,307000000,,,,-691000000,20859000000,15793000000,1886000000,2453000000,1320000000,60853000,419000000,,3340656000,3344000000
Frontier Communications,31-12-2024,1490000000,956000000,86000000,-118000000,203000000,534000000,,495000000,-129000000,294000000,792000000,-80000000,,,,-783000000,20614000000,15674000000,1260000000,2289000000,750000,,379000000,,,3264000000
Frontier Communications,31-03-2025,1495000000,974000000,76000000,-64000000,200000000,521000000,,433000000,-75000000,519000000,757000000,45000000,,,,-756000000,20898000000,16021000000,1082000000,2598000000,506000000,,416000000,,,3184000
Frontier Communications,30-06-2025,1522000000,550000000,44000,63813000,197000000,532000000,,490000000,-139000,477000000,755398000,209000000,,,,-841000000,21265000,16504000,1025000,2870000000,412000,,430000000,,,3104000
AMC,30-09-2012,650207000,119427000,53721000,31149000,39494000,530780000,0,16467000,-4082000,23468000,31684000,-49155000,,,,-21892000,3640267000,3482666000,406559000,580487000,277605000,11771000,,,1953686000,165831000
AMC,31-12-2012,613517500,88141500,16308000,-38832000,36449000,525376000,0,6927000,-38360500,14479000,41425500,-52497000,,,,-43512000,4273838000,3507064000,300806000,566908000,133071000,8859000,97108000,1147959000,2249153000,275203000
AMC,31-03-2013,577802000,363280000,19542000,-10258000,35844000,214522000,0,130119000,-12137000,35882000,39350000,-24228000,,,,-38301000,,,133071000,,-133071000,,,,,
AMC,30-06-2013,762665000,446720000,77849000,61576000,34947000,315945000,0,130576000,66188000,97622000,65345000,2435000,,,,-70099000,4349076000,3521545000,288828000,551145000,136307000,1,75727000,,2294231000,238830000
AMC,30-09-2013,695984000,427694000,57847000,33465000,34827000,268290000,0,138315000,37302000,71161000,70666000,-4962000,,,,-71878000,4326866000,3476158000,251547000,508166000,130628000,1,47452000,1155574000,2294231000,236553000
AMC,31-12-2013,712977000,427497000,33776000,279617000,34609000,285480000,0,150106000,8368000,152677000,85462000,351683000,,,,-88506000,5046724000,3539254000,843523000,657996000,546454000,10645000,106148000,1179754000,2289800000,234319000
AMC,31-03-2014,622758000,385535000,17539000,-4508000,32183000,237223000,0,133164000,-7942000,-1575000,55599000,-133362000,0,45241000,-126517000,-58231000,4813028000,3301894000,601486000,553808000,353277000,111827000,53316000,1192034000,2289800000,232118000
AMC,30-06-2014,726573000,439012000,68397000,31393000,30475000,287561000,0,129010000,51504000,107823000,59609000,-169325000,19489000,901000,0,-56488000,4709696000,3185267000,474918000,583090000,235305000,93405000,63550000,1207608000,2289800000,229917000
AMC,30-09-2014,633904000,386087000,28514000,7376000,29345000,247817000,0,125219000,12086000,12342000,67760000,-23378000,19514000,15467000,0,-68772000,4612915000,3103762000,369288000,503327000,155506000,90109000,42938000,1214036000,2289800000,227716000
AMC,31-12-2014,712155000,438519000,65042000,29819000,28936000,273636000,0,132719000,41589000,178712000,87766000,-27799000,19501000,-61301000,0,-88200000,4763732000,3251000000,509739000,636377000,218206000,10516000,102281000,1247230000,2289800000,225515000
AMC,31-03-2015,653124000,401528000,32053000,6138000,28452000,251596000,0,122862000,10068000,21563000,69590000,-23645000,19821000,52943000,129438000,-71378000,4662755000,3166373000,387853000,554060000,144804000,108071000,48211000,1266860000,2289800000,223314000
AMC,30-06-2015,821079000,489856000,94173000,43923000,27048000,331223000,0,132759000,67273000,171352000,74167000,-63837000,19480000,-19773000,0,-72882000,4739325000,3218273000,462551000,616916000,179340000,108071000,81849000,1278216000,2289800000,221112000
AMC,30-09-2015,688840000,424370000,35539000,12178000,24968000,264470000,0,134567000,21258000,16310000,71817000,-24603000,19711000,19362000,0,-72826000,4667160000,3151862000,347991000,558273000,97939000,108858000,56794000,1313526000,2289800000,219017000
AMC,31-12-2015,783857000,481120000,82830000,41617000,25620000,302737000,0,135846000,64932000,258332000,117849000,147371000,19596000,-53960000,0,-292350000,5110085000,3571382000,414367000,712154000,211250000,13992000,106079000,1401928000,2406691000,237376000
AMC,31-03-2016,766017000,469698000,59300000,28300000,27100000,296319000,0,143100000,46400000,22900000,57700000,-74600000,19800000,43987000,232317000,-51600000,4931071000,3383737000,286673000,583907000,107927000,1,85048000,1409634000,2410580000,235508000
AMC,30-06-2016,764000000,466900000,55600000,24000000,27000000,297100000,0,143400000,40400000,111100000,82600000,-49200000,19600000,-5476000,0,-76400000,4948541000,3394615000,255472000,620362000,93316000,0,67231000,1447997000,2410713000,233329000
AMC,30-09-2016,779771000,213125000,65524000,30400000,26700000,566646000,0,141689000,50521000,77300000,116300000,-4000000,19700000,13212000,0,-120300000,4969256000,3402475000,195627000,595157000,46312000,0,57741000,1537951000,2410713000,231179000
AMC,31-12-2016,926096000,213248000,39479000,29000000,40662000,712848000,0,160940000,12385000,220321000,165114000,1046140000,20546000,-108473000,430081000,-1106365000,8618149000,6604225000,683643000,1189190000,207073000,29041000,222389000,3035859000,3932960000,365142000
AMC,31-03-2017,1283400000,258100000,55400000,8400000,62000000,1025300000,0,217100000,-800000,172500000,161300000,674300000,26200000,97800000,301200000,-743500000,9940000000,7338300000,891000000,1238800000,313100000,221400000,144800000,3162200000,4823700000,362600000
AMC,30-06-2017,1202300000,238700000,-19600000,-176500000,69900000,963600000,0,245900000,-286100000,-54100000,156700000,400000,26300000,-19400000,0,-131700000,9811700000,7334200000,622300000,1146600000,127800000,117000000,153800000,3254000000,4832200000,389400000
AMC,30-09-2017,1178700000,234200000,-4100000,-42700000,71400000,944500000,0,233300000,-60300000,111200000,149700000,-53700000,26200000,26100000,0,65900000,9910700000,7485500000,622000000,1180200000,260000000,6800000,128900000,3244500000,4889500000,387800000
AMC,31-12-2017,1416800000,907200000,121700000,-276400000,141200000,509600000,0,223500000,14100000,329600000,159100000,-128700000,25900000,-141100000,504900000,-149900000,9805900000,7693500000,872400000,1409400000,310000000,34000000,298000000,3116500000,4931700000,380500000
