company,fiscalDateEnding,totalRevenue,grossProfit,operatingIncome,netIncome,interestExpense,costOfRevenue,researchAndDevelopment,sellingGeneralAndAdministrative,incomeBeforeTax,operatingCashflow,capitalExpenditures,cashflowFromFinancing,dividendPayout,changeInReceivables,changeInInventory,cashflowFromInvestment,totalAssets,totalLiabilities,totalCurrentAssets,totalCurrentLiabilities,cashAndShortTermInvestments,inventory,currentNetReceivables,propertyPlantEquipment,goodwill,intangibleAssets
Apple,30-06-2005,3520000000,1044000000,426000000,315000000,46000000,2476000000,145000000,472000000,472000000,472000000,63000000,63000000,,,-29000000,305000000,10488000000,3667000000,9042000000,3123000000,3094000000,193000000,1101000000,764000000,80000000,29000000
Apple,30-09-2005,3678000000,1035000000,418000000,430000000,60000000,2643000000,147000000,470000000,478000000,752000000,96000000,74000000,,,28000000,-429000000,11551000000,4085000000,9969000000,3484000000,3491000000,165000000,1312000000,817000000,69000000,27000000
Apple,31-12-2005,5749000000,1564000000,750000000,565000000,81000000,4185000000,182000000,632000000,831000000,283000000,82000000,283000000,,,-79000000,93000000,14181000000,5801000000,11691000000,5060000000,4150000000,244000000,2413000000,855000000,69000000,24000000
Apple,31-03-2006,4359000000,1297000000,529000000,410000000,76000000,3062000000,176000000,592000000,605000000,-125000000,193000000,-141000000,,,40000000,2462000000,13911000000,5229000000,10730000000,4456000000,6346000000,204000000,1984000000,1005000000,69000000,41000000
Apple,30-06-2006,4370000000,1325000000,566000000,472000000,0,3045000000,175000000,584000000,661000000,1007000000,237000000,129000000,,,-9000000,3086000000,15114000000,5784000000,11486000000,5023000000,8013000000,213000000,1089000000,1197000000,38000000,37000000
Apple,30-09-2006,4370000000,1412000000,608000000,542000000,252000000,3425000000,179000000,584000000,721000000,1055000000,145000000,53000000,,,-57000000,357000000,17205000000,7221000000,13758000000,6471000000,6392000000,270000000,2094000000,1281000000,38000000,139000000
Apple,31-12-2006,7115000000,2220000000,1322000000,1004000000,126000000,4895000000,184000000,714000000,1448000000,1813000000,257000000,188000000,,,-33000000,-1234000000,19461000000,8233000000,15766000000,7337000000,7159000000,303000000,3113000000,1362000000,38000000,146000000
Apple,31-03-2007,5264000000,1849000000,986000000,770000000,148000000,3415000000,183000000,680000000,1134000000,734000000,206000000,180000000,,,95000000,-978000000,18711000000,6450000000,14914000000,5485000000,7095000000,208000000,1667000000,1409000000,38000000,240000000
Apple,30-06-2007,5410000000,1995000000,1041000000,818000000,155000000,3415000000,208000000,746000000,1196000000,1227000000,289000000,229000000,,,-43000000,-1433000000,21647000000,8243000000,17617000000,6992000000,7118000000,251000000,2901000000,1626000000,38000000,237000000
Apple,30-09-2007,6217000000,2090000000,1060000000,904000000,170000000,4127000000,207000000,823000000,1230000000,1696000000,234000000,142000000,,,-95000000,396000000,25347000000,10815000000,20757000000,9299000000,9352000000,346000000,4029000000,1832000000,38000000,299000000
Apple,31-12-2007,9608000000,3332000000,2126000000,1581000000,200000000,6276000000,246000000,960000000,2326000000,2787000000,232000000,485000000,,,-113000000,-3462000000,30039000000,13235000000,24779000000,10535000000,9162000000,459000000,4422000000,1870000000,38000000,311000000
Apple,31-03-2008,7512000000,2474000000,1315000000,1045000000,162000000,5038000000,273000000,886000000,1477000000,1193000000,215000000,77000000,,,95000000,-1362000000,30471000000,12418000000,25127000000,9634000000,9070000000,364000000,3620000000,1962000000,38000000,300000000
Apple,30-06-2008,7464000000,2600000000,1392000000,1072000000,118000000,4864000000,292000000,916000000,1510000000,1321000000,330000000,354000000,,,-181000000,-1372000000,31709000000,12087000000,26324000000,9218000000,9373000000,545000000,3245000000,2177000000,38000000,291000000
Apple,30-09-2008,7895000000,2739000000,1442000000,1136000000,140000000,5156000000,298000000,999000000,1582000000,4295000000,422000000,200000000,,,36000000,-1993000000,39572000000,18542000000,30837000000,14092000000,11875000000,509000000,4704000000,2455000000,207000000,285000000
Apple,31-12-2008,11880000000,4507000000,3101000000,2255000000,158000000,7373000000,315000000,1091000000,3259000000,3938000000,353000000,62000000,,,113000000,-8639000000,42787000000,19878000000,33550000000,14757000000,7236000000,396000000,2196000000,2580000000,207000000,277000000
Apple,31-03-2009,9084000000,3627000000,2323000000,1620000000,63000000,5457000000,319000000,985000000,2386000000,841000000,116000000,74000000,,,84000000,-3685000000,43237000000,18926000000,29307000000,13751000000,4466000000,312000000,3036000000,2546000000,207000000,268000000
Apple,30-06-2009,9734000000,3983000000,2632000000,1828000000,236000000,5751000000,341000000,1010000000,2692000000,2270000000,272000000,208000000,,,-68000000,-1339000000,48140000000,22252000000,33439000000,16661000000,5605000000,380000000,2686000000,2653000000,207000000,259000000
Apple,30-09-2009,9870000000,3614000000,2193000000,1665000000,45000000,6256000000,358000000,1063000000,2238000000,3110000000,472000000,319000000,,,-75000000,-3771000000,53851000000,26019000000,34164000000,19282000000,5263000000,455000000,3361000000,2954000000,206000000,247000000
Apple,31-12-2009,15683000000,6411000000,4725000000,3378000000,33000000,9272000000,398000000,1288000000,4758000000,5781000000,381000000,523000000,,271000000,-121000000,-3958000000,53926000000,18158000000,31920000000,13097000000,7609000000,576000000,4881000000,3115000000,253000000,241000000
Apple,31-03-2010,13499000000,5625000000,3979000000,3074000000,266000000,7874000000,426000000,1220000000,4029000000,2330000000,301000000,162000000,,211000000,-62000000,-83000000,57057000000,17709000000,31194000000,12229000000,10018000000,638000000,2886000000,3504000000,480000000,263000000
Apple,30-06-2010,15700000000,6136000000,4234000000,3253000000,58000000,9564000000,464000000,1438000000,4292000000,4801000000,626000000,316000000,,-1817000000,-304000000,-5430000000,64725000000,21614000000,34817000000,15612000000,9705000000,942000000,6399000000,3990000000,714000000,318000000
Apple,30-09-2010,20343000000,7512000000,5447000000,4308000000,14000000,12831000000,494000000,1571000000,5461000000,5683000000,813000000,256000000,,-3525000000,-109000000,-4383000000,75183000000,27392000000,40042000000,20722000000,11261000000,1051000000,9924000000,4768000000,741000000,342000000
Apple,31-12-2010,26741000000,10298000000,7827000000,6004000000,136000000,16443000000,575000000,1896000000,7963000000,9773000000,1263000000,429000000,,-950000000,166000000,-10729000000,86742000000,32076000000,42203000000,23795000000,10734000000,885000000,10874000000,5868000000,741000000,522000000
Apple,31-03-2011,24667000000,10218000000,7874000000,5987000000,26000000,14449000000,581000000,1763000000,7900000000,6219000000,656000000,547000000,,-221000000,-45000000,-1522000000,94904000000,33427000000,45314000000,24327000000,15978000000,930000000,11095000000,6241000000,741000000,507000000
Apple,30-06-2011,28571000000,11922000000,9379000000,7308000000,172000000,16649000000,628000000,1915000000,9551000000,11108000000,962000000,37000000,,-376000000,41000000,-15032000000,1.06758E+11,37415000000,45006000000,26859000000,12091000000,889000000,11471000000,6749000000,741000000,1169000000
Apple,30-09-2011,28270000000,11380000000,8710000000,6623000000,81000000,16890000000,645000000,2025000000,8791000000,10429000000,4571000000,431000000,,-244000000,113000000,-13136000000,1.16371E+11,39756000000,42974000000,27970000000,9815000000,776000000,11717000000,7777000000,896000000,3536000000
Apple,31-12-2011,46333000000,20703000000,17340000000,13064000000,137000000,25630000000,758000000,2605000000,17477000000,17554000000,1429000000,69000000,,-4767000000,-460000000,-17128000000,1.38681E+11,48627000000,52834000000,34607000000,10310000000,1236000000,16484000000,7816000000,896000000,3472000000
Apple,31-03-2012,39186000000,18564000000,15384000000,11622000000,148000000,20622000000,841000000,2339000000,15532000000,13977000000,1509000000,310000000,,2725000000,134000000,-14476000000,1.50934E+11,48436000000,48459000000,32036000000,10121000000,1102000000,13769000000,8847000000,1141000000,3604000000
Apple,30-06-2012,35023000000,14994000000,11573000000,8824000000,288000000,20029000000,876000000,2545000000,11861000000,10189000000,2963000000,-55000000,,-529000000,-20000000,-12310000000,1.62896E+11,51150000000,49634000000,33060000000,7945000000,1122000000,14298000000,10487000000,1132000000,4329000000
Apple,30-09-2012,35966000000,14401000000,10944000000,8223000000,51000000,21565000000,906000000,1551000000,10893000000,9136000000,3501000000,-2022000000,2488000000,-4394000000,331000000,-4313000000,1.76064E+11,57854000000,55070000000,38542000000,10746000000,791000000,18692000000,15452000000,1135000000,4224000000
Apple,31-12-2012,54512000000,21060000000,17210000000,13078000000,462000000,33452000000,1010000000,2840000000,17672000000,23426000000,2455000000,-4497000000,2493000000,-2842000000,-664000000,-13521000000,1.96088E+11,68742000000,69453000000,46879000000,16154000000,1455000000,21534000000,15422000000,1381000000,4462000000
Apple,31-03-2013,43603000000,16349000000,12558000000,9547000000,347000000,27254000000,1119000000,2672000000,12905000000,12504000000,2299000000,-2248000000,2491000000,8198000000,210000000,-14357000000,1.94743E+11,59253000000,60095000000,35508000000,12053000000,1245000000,13336000000,15026000000,1400000000,4136000000
Apple,30-06-2013,35323000000,13024000000,9201000000,6900000000,53000000,22299000000,1178000000,2645000000,9435000000,7828000000,2016000000,-2126000000,2811000000,-117000000,-452000000,-6507000000,1.99856E+11,76502000000,65026000000,36319000000,11248000000,1697000000,13453000000,16327000000,1522000000,4353000000
Apple,30-09-2013,37472000000,13871000000,10030000000,7512000000,83000000,23601000000,1168000000,1573000000,10143000000,9908000000,2306000000,-7508000000,2769000000,-7188000000,-67000000,611000000,2.07E+11,83451000000,69833000000,43658000000,14259000000,1764000000,20641000000,16597000000,1577000000,4179000000
Apple,31-12-2013,57594000000,21846000000,17463000000,13072000000,84000000,35748000000,1330000000,3053000000,17709000000,22670000000,2044000000,-7749000000,2769000000,-4557000000,-358000000,-15103000000,2.25184E+11,95500000000,76605000000,53769000000,14077000000,2122000000,25198000000,15488000000,2022000000,4105000000
Apple,31-03-2014,45646000000,17947000000,13593000000,10223000000,85000000,27699000000,1422000000,2932000000,13818000000,13538000000,1486000000,-20407000000,2661000000,9377000000,293000000,11741000000,2.05989E+11,85810000000,66527000000,43208000000,18949000000,1829000000,15820000000,15120000000,2055000000,3928000000
Apple,30-06-2014,37432000000,14735000000,10282000000,7748000000,100000000,22697000000,1603000000,2850000000,10484000000,10255000000,2431000000,5987000000,2867000000,-1020000000,235000000,-22214000000,2.2252E+11,1.0158E+11,64065000000,46205000000,12977000000,1594000000,16841000000,17585000000,2374000000,3767000000
Apple,30-09-2014,42123000000,16009000000,11165000000,8467000000,115000000,26114000000,1686000000,1958000000,11472000000,13250000000,3852000000,-15380000000,2829000000,-10252000000,-246000000,2997000000,2.31839E+11,1.20292E+11,64213000000,63448000000,13844000000,2111000000,27219000000,20624000000,4616000000,4142000000
Apple,31-12-2014,74599000000,29741000000,24246000000,18024000000,131000000,44858000000,1895000000,3600000000,24416000000,33722000000,3265000000,-6923000000,2801000000,-2757000000,-172000000,-21165000000,2.61894E+11,1.38566E+11,78357000000,73611000000,19478000000,2283000000,29976000000,20392000000,4629000000,4370000000
Apple,31-03-2015,58010000000,23656000000,18278000000,13569000000,163000000,34354000000,1918000000,3460000000,18564000000,19081000000,2476000000,-1739000000,2743000000,11812000000,-113000000,-22331000000,2.61194E+11,1.32188E+11,62750000000,58729000000,14489000000,2396000000,18164000000,20151000000,4711000000,4061000000
Apple,30-06-2015,49605000000,19681000000,14083000000,10677000000,201000000,29924000000,2034000000,3564000000,14473000000,14988000000,2089000000,-2755000000,3053000000,-1743000000,354000000,-11403000000,2.73151E+11,1.47474E+11,65943000000,65285000000,15319000000,2042000000,19907000000,21149000000,5044000000,3779000000
Apple,30-09-2015,51501000000,20548000000,14623000000,11124000000,238000000,30953000000,2220000000,3705000000,15062000000,13475000000,3658000000,-6299000000,2964000000,-6701000000,-307000000,-1375000000,2.90479E+11,1.71124E+11,83832000000,80610000000,21120000000,2349000000,30343000000,22471000000,5116000000,3893000000
Apple,31-12-2015,75872000000,30423000000,24171000000,18361000000,276000000,45449000000,2404000000,3848000000,24573000000,27463000000,4006000000,-11444000000,2969000000,3896000000,-102000000,-20450000000,2.93284E+11,1.65017E+11,76219000000,76092000000,16689000000,2451000000,24621000000,22300000000,5202000000,3924000000
Apple,31-03-2016,50557000000,19921000000,13987000000,10516000000,321000000,30636000000,2511000000,3423000000,14142000000,11601000000,2599000000,6884000000,2902000000,724000000,170000000,-13660000000,3.05277E+11,1.7482E+11,87592000000,68265000000,21514000000,2281000000,19824000000,23203000000,5249000000,3843000000
Apple,30-06-2016,42358000000,16106000000,10105000000,7796000000,409000000,26252000000,2560000000,3441000000,10469000000,10634000000,2905000000,-9441000000,3187000000,6681000000,450000000,-4470000000,3.05602E+11,1.79061E+11,93761000000,71486000000,18237000000,1831000000,19042000000,25448000000,5261000000,3506000000
Apple,30-09-2016,46852000000,17813000000,11761000000,9014000000,450000000,29039000000,2570000000,3482000000,12188000000,16126000000,4038000000,-6482000000,3092000000,-10257000000,-301000000,-7397000000,3.21686E+11,1.93437E+11,1.06869E+11,79006000000,20484000000,2132000000,29299000000,27010000000,5414000000,3206000000
Apple,31-12-2016,78351000000,30176000000,23359000000,17891000000,525000000,48175000000,2871000000,3946000000,24180000000,27234000000,3420000000,-12225000000,3130000000,1322000000,-580000000,-19122000000,3.31141E+11,1.98751E+11,1.03332E+11,84130000000,16371000000,2712000000,27977000000,26510000000,5423000000,2848000000
Apple,31-03-2017,52896000000,20591000000,14097000000,11029000000,530000000,32305000000,2776000000,3718000000,14684000000,12570000000,3015000000,418000000,3004000000,7373000000,-198000000,-14202000000,3.34532E+11,2.0045E+11,1.0199E+11,73342000000,15157000000,2910000000,20612000000,27163000000,5473000000,2617000000
Apple,30-06-2017,45408000000,17488000000,10768000000,8717000000,602000000,27920000000,2937000000,3783000000,11308000000,8672000000,2360000000,-2078000000,3365000000,-2002000000,-236000000,-3180000000,3.45173E+11,2.12748E+11,1.12875E+11,81302000000,18571000000,3146000000,22632000000,29286000000,5661000000,2444000000
Apple,30-09-2017,52579000000,19931000000,13120000000,10714000000,666000000,32648000000,2997000000,3814000000,13917000000,15656000000,4000000000,-3996000000,3270000000,-13040000000,-1709000000,-9942000000,3.75319E+11,2.41272E+11,1.28645E+11,1.00814E+11,20289000000,4855000000,35673000000,33783000000,5717000000,2298000000
Apple,31-12-2017,88293000000,33912000000,26274000000,20065000000,734000000,54381000000,3407000000,4231000000,27030000000,28293000000,2810000000,-7501000000,3339000000,-15230000000,434000000,-13590000000,4.06794E+11,2.66595E+11,1.4381E+11,1.15788E+11,27491000000,4421000000,50899000000,33679000000,5889000000,2149000000
Apple,31-03-2018,61137000000,23422000000,15894000000,13822000000,792000000,37715000000,3378000000,4150000000,16168000000,15130000000,4195000000,-26272000000,3190000000,28468000000,-3241000000,28710000000,3.67502E+11,2.40624E+11,1.30053E+11,89320000000,45059000000,7662000000,22408000000,35077000000,0,
Apple,30-06-2018,53265000000,20421000000,12612000000,11519000000,846000000,32844000000,3701000000,4108000000,13284000000,14488000000,3267000000,-31523000000,3653000000,-3946000000,1693000000,3947000000,3.49197E+11,2.34248E+11,1.15761E+11,88548000000,31971000000,5936000000,26367000000,38117000000,0,
Apple,30-09-2018,62900000000,24084000000,16118000000,14125000000,868000000,38816000000,3750000000,4216000000,16421000000,19523000000,3041000000,-22580000000,3530000000,-22624000000,1942000000,-3001000000,3.65725E+11,2.58578E+11,1.31339E+11,1.16866E+11,25913000000,3956000000,48995000000,41304000000,0,
Apple,31-12-2018,84310000000,32031000000,23346000000,19965000000,890000000,52279000000,3902000000,4783000000,23906000000,26690000000,3355000000,-13676000000,3568000000,12035000000,-1076000000,5844000000,3.73719E+11,2.55827E+11,1.40828E+11,1.08283E+11,44771000000,4988000000,36981000000,39597000000,,
Apple,31-03-2019,58015000000,21821000000,13415000000,11561000000,1010000000,36194000000,3948000000,4458000000,13793000000,11155000000,2363000000,-29457000000,3443000000,10675000000,70000000,13348000000,3.41998E+11,2.36138E+11,1.23346E+11,93772000000,37988000000,4884000000,26278000000,38746000000,,
Apple,30-06-2019,53809000000,20227000000,11544000000,10044000000,866000000,33582000000,4257000000,4426000000,11911000000,11636000000,2000000000,-26804000000,3629000000,-214000000,1502000000,27502000000,3.22239E+11,2.25783E+11,1.34973E+11,89704000000,50530000000,3355000000,26474000000,37636000000,,
Apple,30-09-2019,64040000000,24313000000,15625000000,13686000000,810000000,39727000000,4110000000,4578000000,16127000000,19910000000,2777000000,-21039000000,3479000000,-19320000000,-785000000,-798000000,3.38516E+11,2.48028E+11,1.62819E+11,1.05718E+11,48844000000,4106000000,45804000000,37378000000,,
Apple,31-12-2019,91819000000,35217000000,25569000000,22236000000,785000000,56602000000,4451000000,5197000000,25918000000,30516000000,2107000000,-25407000000,3539000000,5917000000,-28000000,-13668000000,3.40618E+11,2.51087E+11,1.63231E+11,1.02161E+11,39771000000,4097000000,39946000000,37031000000,,
Apple,31-03-2020,58313000000,22370000000,12853000000,11249000000,757000000,35943000000,4565000000,4952000000,13135000000,13311000000,1853000000,-20940000000,3375000000,9290000000,727000000,9013000000,3.204E+11,2.41975E+11,1.43753E+11,96094000000,40174000000,3334000000,30677000000,35889000000,,
Apple,30-06-2020,59685000000,22680000000,13091000000,11253000000,697000000,37005000000,4758000000,4831000000,13137000000,16271000000,1565000000,-19116000000,3656000000,-1373000000,-689000000,-5165000000,3.17344E+11,2.45062E+11,1.40065E+11,95318000000,33383000000,3978000000,32075000000,35687000000,,
Apple,30-09-2020,64698000000,24689000000,14775000000,12673000000,634000000,40009000000,4978000000,4936000000,14901000000,20576000000,1784000000,-21357000000,3511000000,-5364000000,-137000000,5531000000,3.23888E+11,2.58549E+11,1.43713E+11,1.05392E+11,38016000000,4061000000,37445000000,36766000000,,
Apple,31-12-2020,1.11439E+11,44328000000,33534000000,28755000000,638000000,67111000000,5163000000,5631000000,33579000000,38763000000,3500000000,-32249000000,3613000000,-21139000000,-950000000,-8584000000,3.54054E+11,2.8783E+11,1.54106E+11,1.32507E+11,36010000000,4973000000,58620000000,37933000000,,
Apple,31-03-2021,89584000000,38079000000,27503000000,23630000000,670000000,51505000000,5262000000,5314000000,28011000000,23981000000,2269000000,-11326000000,3447000000,25584000000,-276000000,-10368000000,3.37158E+11,2.6798E+11,1.21465E+11,1.06385E+11,38466000000,5219000000,33036000000,37815000000,,
Apple,30-06-2021,81434000000,35255000000,24126000000,21744000000,665000000,46179000000,5717000000,5412000000,24369000000,21094000000,2093000000,-29396000000,3767000000,-869000000,13000000,3572000000,3.2984E+11,2.6556E+11,1.14423E+11,1.07754E+11,34050000000,5178000000,33908000000,38615000000,,
Apple,30-09-2021,83360000000,35174000000,23786000000,20551000000,672000000,48186000000,5772000000,5616000000,23248000000,20200000000,3223000000,-20382000000,3640000000,-17604000000,-1429000000,835000000,3.51002E+11,2.87912E+11,1.34836E+11,1.25481E+11,34940000000,6580000000,51506000000,39440000000,,
Apple,31-12-2021,1.23945E+11,54243000000,41488000000,34630000000,694000000,69702000000,6306000000,6449000000,41241000000,46966000000,2803000000,-28159000000,3732000000,-13746000000,681000000,-16106000000,3.81191E+11,3.09259E+11,1.53154E+11,1.47574E+11,37119000000,5876000000,65253000000,39245000000,,
Apple,31-03-2022,97278000000,42559000000,29979000000,25010000000,691000000,54719000000,6387000000,6193000000,30139000000,28166000000,2514000000,-28351000000,3595000000,19931000000,384000000,-9265000000,3.50662E+11,2.83263E+11,1.1818E+11,1.27508E+11,28098000000,5460000000,45400000000,39304000000,,
Apple,30-06-2022,82959000000,35885000000,23076000000,19442000000,719000000,47074000000,6797000000,6012000000,23066000000,22892000000,2102000000,-27445000000,3811000000,3165000000,-16000000,4234000000,3.36309E+11,2.78202E+11,1.12292E+11,1.29873E+11,27502000000,5433000000,42242000000,40335000000,,
Apple,30-09-2022,90146000000,38095000000,24894000000,20721000000,827000000,52051000000,6761000000,6440000000,24657000000,24127000000,3289000000,-26794000000,3703000000,-18693000000,435000000,-1217000000,3.52755E+11,3.02083E+11,1.35405E+11,1.53982E+11,23646000000,4946000000,60932000000,42117000000,,
Apple,31-12-2022,1.17154E+11,50332000000,36016000000,29998000000,1003000000,66822000000,7709000000,6607000000,35623000000,34005000000,3787000000,-35563000000,3768000000,6595000000,-1807000000,-1445000000,3.46747E+11,2.9002E+11,1.28777E+11,1.37286E+11,20535000000,6820000000,54180000000,42951000000,,
Apple,31-03-2023,94836000000,41976000000,28318000000,24160000000,930000000,52860000000,7457000000,6201000000,28382000000,28560000000,2916000000,-25724000000,3650000000,17786000000,-741000000,2319000000,3.3216E+11,2.70002E+11,1.12913E+11,1.20075E+11,24687000000,7482000000,35899000000,43398000000,,
Apple,30-06-2023,81797000000,36413000000,22998000000,19881000000,998000000,45384000000,7442000000,5973000000,22733000000,26380000000,2093000000,-24048000000,3849000000,-3661000000,-22000000,437000000,3.35038E+11,2.74764E+11,1.22659E+11,1.24963E+11,28408000000,7351000000,39186000000,43550000000,,
Apple,30-09-2023,89498000000,40427000000,26969000000,22956000000,1002000000,49071000000,7307000000,6151000000,26998000000,21598000000,2163000000,-23153000000,3758000000,-21137000000,952000000,3705000000,3.52583E+11,2.90437E+11,1.43566E+11,1.45308E+11,29965000000,6331000000,60985000000,43715000000,,
Apple,31-12-2023,1.19575E+11,54855000000,40373000000,33916000000,1002000000,64720000000,7696000000,6786000000,40323000000,39895000000,2392000000,-30585000000,3825000000,,-137000000,1927000000,3.53514E+11,2.79414E+11,1.43692E+11,1.33973E+11,40760000000,6511000000,50102000000,,,
Apple,31-03-2024,90753000000,42271000000,27900000000,23636000000,,48482000000,7903000000,6468000000,28058000000,22690000000,1996000000,-30433000000,3710000000,,190000000,-310000000,3.37411E+11,2.63217E+11,1.28416E+11,1.23822E+11,32695000000,6232000000,41150000000,,,
Apple,30-06-2024,85777000000,39678000000,25352000000,21448000000,,46099000000,8006000000,6320000000,25494000000,28858000000,2151000000,-36017000000,3895000000,,-12000000,-127000000,3.31612E+11,2.64904E+11,1.25435E+11,1.31624E+11,25565000000,6165000000,43172000000,,,
Apple,30-09-2024,94930000000,43879000000,29591000000,14736000000,,51051000000,7765000000,6523000000,29610000000,26811000000,2908000000,-24948000000,3804000000,,-1087000000,1445000000,3.6498E+11,3.0803E+11,1.52987E+11,1.76392E+11,29943000000,7286000000,66243000000,45680000000,,
Apple,31-12-2024,1.243E+11,58275000000,42832000000,36330000000,,66025000000,8268000000,7175000000,42584000000,29935000000,2940000000,-39371000000,3856000000,,215000000,9792000000,3.44085E+11,2.77327E+11,1.3324E+11,1.44365E+11,30299000000,6911000000,59306000000,46069000000,,
Apple,31-03-2025,95359000000,44867000000,29589000000,24780000000,,50492000000,8550000000,6728000000,29310000000,23952000000,3071000000,-29006000000,3758000000,,643000000,2917000000,3.31233E+11,2.64437E+11,1.18674E+11,1.44571E+11,28162000000,6269000000,49798000000,46876000000,,
Apple,30-06-2025,94036000000,43718000000,28202000000,23434000000,,50318000000,8866000000,6650000000,28031000000,27867000000,3462000000,-24833000000,3945000000,,365000000,5073000000,3.31495E+11,2.65665E+11,1.22491E+11,1.4112E+11,30465000000,5925000000,46835000000,48508000000,,
Miicrosoft,30-06-2005,10161000000,8751000000,2989000000,3700000000,0,1410000000,1691000000,1301000000,3861000000,3976000000,260000000,-3710000000,859000000,,,859000000,70815000000,22700000000,48737000000,16877000000,4851000000,491000000,7180000000,2346000000,3309000000,3808000000
Microsoft,30-09-2005,9741000000,8488000000,4046000000,3141000000,0,1253000000,1515000000,982000000,4552000000,4329000000,213000000,-2941000000,857000000,,,-3261000000,71462000000,23135000000,49831000000,17022000000,2974000000,726000000,5799000000,2351000000,3504000000,4006000000
Microsoft,31-12-2005,11837000000,9598000000,4657000000,3653000000,0,2239000000,1591000000,661000000,5137000000,2231000000,318000000,-7802000000,846000000,,,6692000000,67257000000,23049000000,46694000000,16747000000,4083000000,1003000000,7758000000,2452000000,3553000000,4019000000
Microsoft,31-03-2006,10900000000,8872000000,3888000000,2977000000,0,2028000000,1617000000,1005000000,4315000000,4563000000,302000000,-5135000000,925000000,,,833000000,66854000000,24816000000,46628000000,18367000000,4351000000,1113000000,6818000000,2543000000,3609000000,4070000000
Microsoft,30-06-2006,11804000000,9674000000,3881000000,2828000000,0,2130000000,1861000000,1110000000,4258000000,3281000000,745000000,-4684000000,917000000,,,3739000000,69597000000,29493000000,49010000000,22442000000,6714000000,1478000000,9316000000,3044000000,3866000000,539000000
Microsoft,30-09-2006,10811000000,9115000000,4474000000,3478000000,0,1696000000,1786000000,664000000,5041000000,4061000000,411000000,-8175000000,897000000,,,6461000000,65354000000,29253000000,45358000000,21972000000,9076000000,2521000000,6879000000,3193000000,4153000000,720000000
Microsoft,31-12-2006,12542000000,8922000000,3472000000,2626000000,0,3620000000,1637000000,814000000,3805000000,2042000000,572000000,-2323000000,980000000,,,-1958000000,66371000000,29737000000,45180000000,22215000000,6859000000,1725000000,9895000000,3686000000,4189000000,745000000
Microsoft,31-03-2007,14398000000,12258000000,6589000000,4926000000,0,2140000000,1750000000,983000000,6971000000,7291000000,461000000,-7063000000,976000000,,,511000000,63891000000,28918000000,42783000000,21627000000,7611000000,1750000000,8454000000,3923000000,4217000000,699000000
Microsoft,30-06-2007,13371000000,10134000000,3989000000,3035000000,0,3237000000,1948000000,782000000,4284000000,4402000000,820000000,-6983000000,952000000,,,1075000000,63171000000,32074000000,40168000000,23754000000,6111000000,1127000000,11338000000,4350000000,4760000000,878000000
Microsoft,30-09-2007,13762000000,11087000000,5918000000,4289000000,0,2675000000,1837000000,718000000,6216000000,5878000000,510000000,-3153000000,938000000,,,-2257000000,65645000000,33510000000,35853000000,22744000000,6637000000,1178000000,8982000000,4615000000,10151000000,1718000000
Microsoft,31-12-2007,16367000000,12824000000,6481000000,4707000000,0,3543000000,1885000000,1066000000,6820000000,4567000000,695000000,-2723000000,1034000000,,,-1049000000,67339000000,32908000000,37775000000,22058000000,7460000000,755000000,11621000000,4965000000,10309000000,1717000000
Microsoft,31-03-2008,14454000000,11940000000,4409000000,4388000000,0,2514000000,2035000000,2341000000,4810000000,7082000000,759000000,-1986000000,1023000000,,,-778000000,70747000000,33193000000,41489000000,27028000000,11820000000,774000000,9871000000,5516000000,10346000000,1639000000
Microsoft,30-06-2008,15837000000,12971000000,5684000000,4297000000,106000000,2866000000,2407000000,781000000,5968000000,4085000000,1218000000,-5072000000,1020000000,,,-503000000,72793000000,36507000000,43242000000,29886000000,10339000000,985000000,13589000000,6242000000,12108000000,1973000000
Microsoft,30-09-2008,15061000000,12213000000,5999000000,4373000000,0,2848000000,2283000000,887000000,5991000000,3370000000,778000000,-5244000000,998000000,,,595000000,65117000000,31523000000,37202000000,24383000000,9004000000,1640000000,9535000000,6552000000,12291000000,1899000000
Microsoft,31-12-2008,16629000000,12722000000,5939000000,4174000000,0,3907000000,2290000000,831000000,5638000000,5782000000,842000000,-3858000000,1157000000,,,-2499000000,65786000000,31308000000,37730000000,23710000000,8346000000,968000000,10953000000,6996000000,12490000000,1815000000
Microsoft,31-03-2009,13648000000,10834000000,4438000000,2977000000,0,2814000000,2212000000,1203000000,4050000000,6044000000,632000000,-1060000000,1155000000,,,-6009000000,68853000000,31910000000,40724000000,23823000000,7285000000,657000000,9182000000,7112000000,12554000000,1756000000
Microsoft,30-06-2009,13099000000,10513000000,3987000000,3045000000,38000000,2586000000,2225000000,1399000000,4142000000,3841000000,867000000,2699000000,1158000000,,-558000000,-7857000000,77888000000,38330000000,49280000000,27034000000,6076000000,717000000,11192000000,7535000000,12503000000,1759000000
Microsoft,30-09-2009,12920000000,10078000000,4482000000,3574000000,38000000,2842000000,2065000000,741000000,4765000000,6107000000,435000000,-2190000000,1157000000,2748000000,0,-1199000000,81612000000,40400000000,52231000000,28761000000,8823000000,1150000000,8587000000,7512000000,12582000000,1653000000
Microsoft,31-12-2009,19022000000,15394000000,8513000000,6662000000,38000000,3628000000,2079000000,1183000000,8883000000,4969000000,376000000,-4277000000,1152000000,-2789000000,558000000,-92000000,82096000000,37813000000,52487000000,25715000000,9422000000,589000000,11196000000,7402000000,12368000000,1346000000
